"College Code","College Desc","Division Code","Division Desc","Dept1 Short Desc","Dept2 Code","Dept2 Short Desc","Dept1 Code","Prog Code","Prog Short Title","Prog Long Title","ATAS Req’d Ind","Prog Mode Code","Prog Mode Desc","Campus Code","Campus Desc","Length","Degree Code","Degree Long Desc","Joint Honours Ind","Alt Qual Ind","Subject1 Code","Subject1 Desc","Subject2 Code","Subject2 Desc","Subject3 Code","Subject3 Desc","Delivering Institution 1 Code","Delivering Institution 1 Desc","Delivering Institution 2 Code","Delivering Institution 2 Desc","Delivering Institution 3 Code","Delivering Institution 3 Desc","UOM Code","UOM Desc","Major Dept Code","Major Dept Short Desc","Reg Body Code","Reg Body Desc"
"12","College Social Sciences","035","School of Social Policy","Soc Policy, Sociology & Crimin","016","Computer Science","262","407B","BA Pol, Pol + Econ w Yr Com Sc","Policy, Politics and Economics with a Year in Computer Science","N","01","Full-time according to funding coun","B","Birmingham","4","003","Bachelor of Arts","N","N","I100","Computer science","L100","Economics","L400","Social policy","0110","University of Birmingham","","","","","1","Year(s)","262","Soc Policy, Sociology & Crimin","",""
"12","College Social Sciences","012","Birmingham Business School","Birmingham Business School","","","211","644B","BSc Economics with Year Abroad","Economics with Year Abroad","N","01","Full-time according to funding coun","B","Birmingham","4","004","Bachelor of Science","N","N","L100","Economics","","","","","0110","University of Birmingham","","","","","1","Year(s)","211","Birmingham Business School","",""
"13","College Eng and Physical Sci","080","School of Engineering","Civil Engineering","","","015","159B","BEng Civil Eng w Indus Year FT","Civil Engineering with Industrial Year","N","01","Full-time according to funding coun","B","Birmingham","4","008","Bachelor of Engineering","N","N","H200","Civil engineering","","","","","0110","University of Birmingham","","","","","1","Year(s)","015","Civil Engineering","",""
"11","College Arts and Law","050","Phil, Theology and Religion","Theology and Religion","225","History","150","743B","BA History + Theology PT","History and Theology","N","31","Part-time","B","Birmingham","6","003","Bachelor of Arts","N","N","V600","Theology & religious studies","V100","History by period","","","0110","University of Birmingham","","","","","1","Year(s)","150","Theology and Religion","",""
"13","College Eng and Physical Sci","080","School of Engineering","Engineering","","","260","148C","MEng Engineering FT","Engineering","N","01","Full-time according to funding coun","B","Birmingham","4","021","Master of Engineering","N","N","H200","Civil engineering","H300","Mechanical engineering","H600","Electronic & electrical engineerin","0110","University of Birmingham","","","","","1","Year(s)","260","Engineering","",""
"12","College Social Sciences","035","School of Social Policy","Soc Policy, Sociology & Crimin","","","262","3304","BA Sociology","Sociology","N","01","Full-time according to funding coun","B","Birmingham","3","003","Bachelor of Arts","N","N","L300","Sociology","","","","","0110","University of Birmingham","","","","","1","Year(s)","262","Soc Policy, Sociology & Crimin","",""
"13","College Eng and Physical Sci","080","School of Engineering","Civil Engineering","021","Elec, Elec & Sys Engineering","015","384A","MEng Civil + Railway Engine FT","Civil and Railway Engineering","N","01","Full-time according to funding coun","B","Birmingham","4","021","Master of Engineering","N","N","H200","Civil engineering","H231","Permanent way engineering","","","0110","University of Birmingham","","","","","1","Year(s)","015","Civil Engineering","",""
"15","Corporate Services","072","Liberal Arts & Natural Science","Liberal Arts & Natural Science","","","238","338C","BSc Lib Arts & Sci (Sport Exe)","Liberal Arts and Sciences (Sport and Exercise Sciences)","N","01","Full-time according to funding coun","B","Birmingham","4","004","Bachelor of Science","N","N","Y000","Combined/general subject unspe","","","","","0110","University of Birmingham","","","","","1","Year(s)","238","Liberal Arts & Natural Science","",""
"15","Corporate Services","072","Liberal Arts & Natural Science","Liberal Arts & Natural Science","","","238","331C","BA Lib Arts + Sci (Philosophy)","Liberal Arts and Sciences (Philosophy)","N","01","Full-time according to funding coun","B","Birmingham","4","003","Bachelor of Arts","N","N","Y000","Combined/general subject unspe","","","","","0110","University of Birmingham","","","","","1","Year(s)","238","Liberal Arts & Natural Science","",""
"15","Corporate Services","072","Liberal Arts & Natural Science","Liberal Arts & Natural Science","","","238","335C","BA Lib Arts + Sci (Polit Scie)","Liberal Arts and Sciences (Political Science)","N","01","Full-time according to funding coun","B","Birmingham","4","003","Bachelor of Arts","N","N","Y000","Combined/general subject unspe","","","","","0110","University of Birmingham","","","","","1","Year(s)","238","Liberal Arts & Natural Science","",""
"15","Corporate Services","072","Liberal Arts & Natural Science","Liberal Arts & Natural Science","","","238","340C","BSc Lib Arts & Sci (Economics)","Liberal Arts and Sciences (Economics)","N","01","Full-time according to funding coun","B","Birmingham","4","004","Bachelor of Science","N","N","Y000","Combined/general subject unspe","","","","","0110","University of Birmingham","","","","","1","Year(s)","238","Liberal Arts & Natural Science","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","English Literature","","","236","0942","UG Aff English Lit FT","English Literature (Occasional)","N","01","Full-time according to funding coun","B","Birmingham","1","073","Undergraduate Affiliate","N","N","Q300","English studies","","","","","0110","University of Birmingham","","","","","1","Year(s)","236","English Literature","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","English Literature","","","236","0944","PG Aff English FT","English (Occasional)","N","01","Full-time according to funding coun","B","Birmingham","12","087","Postgraduate Affiliate","N","N","Q300","English studies","","","","","0110","University of Birmingham","","","","","2","Months","236","English Literature","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","Film and Creative Writing","","","243","984A","PhD Film + Creative Writing FT","","N","01","Full-time according to funding coun","B","Birmingham","3","057","Doctor of Philosophy","N","N","P303","Film studies","","","","","0110","University of Birmingham","","","","","1","Year(s)","243","Film and Creative Writing","",""
"11","College Arts and Law","047","History and Cultures","Classics, AH and Archaeology","","","239","252A","PhD Class, Anc Hist Ar DL 4 Yr","","N","01","Full-time according to funding coun","D","Distance Education","3","057","Doctor of Philosophy","N","N","Q800","Classical studies","V160","Ancient history","V400","Archaeology","0110","University of Birmingham","","","","","1","Year(s)","239","Classics, AH and Archaeology","",""
"11","College Arts and Law","047","History and Cultures","History","","","225","9629","MA Global History PT","Global History","N","31","Part-time","B","Birmingham","2","038","Master of Arts","N","N","V270","World history","","","","","0110","University of Birmingham","","","","","1","Year(s)","225","History","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Modern Languages","","","227","0952","UG Aff French FT","French (Occasional)","N","01","Full-time according to funding coun","B","Birmingham","1","073","Undergraduate Affiliate","N","N","R100","French studies","","","","","0110","University of Birmingham","","","","","1","Year(s)","227","Modern Languages","",""
"11","College Arts and Law","050","Phil, Theology and Religion","Philosophy","","","140","1003","UG Aff Philosophy FT","Philosophy (Occasional)","N","01","Full-time according to funding coun","B","Birmingham","1","073","Undergraduate Affiliate","N","N","V500","Philosophy","","","","","0110","University of Birmingham","","","","","1","Year(s)","140","Philosophy","",""
"11","College Arts and Law","050","Phil, Theology and Religion","Theology and Religion","","","150","408A","MA by Res Dep Theo + Rel DL 4Y","","N","31","Part-time","D","Distance Education","2","094","Master of Arts","N","N","V600","Theology & religious studies","","","","","0110","University of Birmingham","","","","","1","Year(s)","150","Theology and Religion","",""
"13","College Eng and Physical Sci","029","Mathematics","Mathematics","","","029","0180","UG Aff Mathemat (Occasional FT","Mathematics (Occasional)","N","01","Full-time according to funding coun","B","Birmingham","1","073","Undergraduate Affiliate","N","N","G100","Mathematics","","","","","0110","University of Birmingham","","","","","1","Year(s)","029","Mathematics","",""
"13","College Eng and Physical Sci","080","School of Engineering","Civil Engineering","","","015","0515","PG Aff Civil Engineering(T) FT","Civil Engineering Occasional Student","N","01","Full-time according to funding coun","B","Birmingham","12","087","Postgraduate Affiliate","N","N","H200","Civil engineering","","","","","0110","University of Birmingham","","","","","2","Months","015","Civil Engineering","",""
"13","College Eng and Physical Sci","080","School of Engineering","Elec, Elec & Sys Engineering","","","021","9630","MSc Electric Power Systems FT","Electrical Power Systems","N","01","Full-time according to funding coun","B","Birmingham","12","039","Master of Science","N","N","H600","Electronic & electrical engineerin","","","","","0110","University of Birmingham","","","","","2","Months","021","Elec, Elec & Sys Engineering","",""
"10","College Life and Env Sci","022","School of Geog Earth & Env Sci","Earth and Environ Sciences","","","019","916A","UG Aff (SWB) Earth & Env Sc FT","(Science without Borders) Earth and Environmental Sciences","N","01","Full-time according to funding coun","B","Birmingham","12","073","Undergraduate Affiliate","N","N","F640","Earth science","","","","","0110","University of Birmingham","","","","","2","Months","019","Earth and Environ Sciences","",""
"10","College Life and Env Sci","036","Sport, Ex and Rehab Sciences","Physiotherapy","","","241","8850","PG VRS Physiotherapy FT","","Y","01","Full-time according to funding coun","B","Birmingham","12","134","Visiting Research Student","N","N","B160","Physiotherapy","","","","","0110","University of Birmingham","","","","","2","Months","241","Physiotherapy","",""
"15","Corporate Services","068","Academic Services","Birmingham International Acad","","","214","9122","EAP (PG) Presessional 15 weeks","English for Academic Purposes Presessional Course","N","01","Full-time according to funding coun","B","Birmingham","15","135","Common European Framework of Reference for Languages B2","N","N","Q330","English as a second language","","","","","0110","University of Birmingham","","","","","3","Weeks","214","Birmingham International Acad","",""
"15","Corporate Services","068","Academic Services","Graduate School","","","233","9714","PGCert Adv Res Meth +Skills PT","Advanced Research Methods and Skills","N","31","Part-time","B","Birmingham","3","086","Postgraduate Certificate","N","N","X290","Research & study skills in educati","","","","","0110","University of Birmingham","","","","","1","Year(s)","233","Graduate School","",""
"14","College Medicine and Den Sci","023","Inst of Applied Health Res","Inst of Applied Health Res","","","216","4497","PG Aff Pub Health PT","Public Health","N","31","Part-time","B","Birmingham","12","087","Postgraduate Affiliate","N","N","B900","Others in subjects allied to medici","","","","","0110","University of Birmingham","","","","","2","Months","216","Inst of Applied Health Res","",""
"14","College Medicine and Den Sci","023","Inst of Applied Health Res","Inst of Applied Health Res","","","216","483A","PGCert Heal Econom Economet FT","Health Economics and Econometrics","N","01","Full-time according to funding coun","B","Birmingham","4","086","Postgraduate Certificate","N","Y","L140","Econometrics","B990","Subjects allied to medicine not els","","","0110","University of Birmingham","","","","","2","Months","216","Inst of Applied Health Res","",""
"14","College Medicine and Den Sci","023","Inst of Applied Health Res","Inst of Applied Health Res","","","216","763B","PG Aff Primary Care FT","Primary Care","N","01","Full-time according to funding coun","B","Birmingham","99","087","Postgraduate Affiliate","N","N","A300","Clinical medicine","","","","","0110","University of Birmingham","","","","","9","Not applicable","216","Inst of Applied Health Res","",""
"15","Corporate Services","072","Liberal Arts & Natural Science","Liberal Arts & Natural Science","","","238","301C","BSc Liber Arts & Sci (Biochem)","Liberal Arts and Sciences (Biochemistry)","N","01","Full-time according to funding coun","B","Birmingham","4","004","Bachelor of Science","N","N","Y000","Combined/general subject unspe","","","","","0110","University of Birmingham","","","","","1","Year(s)","238","Liberal Arts & Natural Science","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Modern Languages","225","History","227","391C","BA German Studies w History FT","German Studies with History","N","01","Full-time according to funding coun","B","Birmingham","4","003","Bachelor of Arts","N","N","R200","German studies","V100","History by period","","","0110","University of Birmingham","","","","","1","Year(s)","227","Modern Languages","",""
"14","College Medicine and Den Sci","065","Cancer Studies","Inst of Cancer / Genomic Sci","","","128","8889","PhD Cancer Sciences Lab FT","","N","01","Full-time according to funding coun","B","Birmingham","4","057","Doctor of Philosophy","N","N","A300","Clinical medicine","","","","","0110","University of Birmingham","","","","","1","Year(s)","128","Inst of Cancer / Genomic Sci","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Birmingham Medical School","","","215","8060","PG VRS Acad Clin Fellow","Academic Clinical Fellowship","N","31","Part-time","B","Birmingham","3","134","Visiting Research Student","N","N","A900","Others in medicine & dentistry","","","","","0110","University of Birmingham","","","","","1","Year(s)","215","Birmingham Medical School","",""
"14","College Medicine and Den Sci","023","Inst of Applied Health Res","Inst of Applied Health Res","","","216","051C","MSc by Res Ap Heal Res FT A900","","N","01","Full-time according to funding coun","B","Birmingham","12","071","Master of Science","N","N","A900","Others in medicine & dentistry","","","","","0110","University of Birmingham","","","","","2","Months","216","Inst of Applied Health Res","",""
"14","College Medicine and Den Sci","075","Inst of Metab / Systems Res","Inst of Metabolism and Sys Res","","","257","069C","MSc Res Met+Sys Re FT Lab A300","","N","01","Full-time according to funding coun","B","Birmingham","12","071","Master of Science","N","N","A300","Clinical medicine","","","","","0110","University of Birmingham","","","","","2","Months","257","Inst of Metabolism and Sys Res","",""
"14","College Medicine and Den Sci","078","Inst Microbiology / Infection","Inst of Microb and Infection","","","259","080C","MSc by Res Micro & Inf PT A300","","N","31","Part-time","B","Birmingham","2","071","Master of Science","N","N","A300","Clinical medicine","","","","","0110","University of Birmingham","","","","","1","Year(s)","259","Inst of Microb and Infection","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Pharmacy","","","205","007C","PhD Pharmacy PT Non-Lab (B200)","","Y","31","Part-time","B","Birmingham","6","057","Doctor of Philosophy","N","N","B200","Pharmacology, toxicology & pharmac","","","","","0110","University of Birmingham","","","","","1","Year(s)","205","Pharmacy","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Institute of Clinical Sciences","","","256","011C","PhD Dentistry PT (C500)","","Y","31","Part-time","B","Birmingham","6","057","Doctor of Philosophy","N","N","C500","Microbiology","","","","","0110","University of Birmingham","","","","","1","Year(s)","256","Institute of Clinical Sciences","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Pharmacy","","","205","057C","MSc Res Pharm FT Non-Lab A300","","N","01","Full-time according to funding coun","B","Birmingham","12","071","Master of Science","N","N","A300","Clinical medicine","","","","","0110","University of Birmingham","","","","","2","Months","205","Pharmacy","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Pharmacy","","","205","058C","MSc Res Pharm PT Non-Lab A300","","N","31","Part-time","B","Birmingham","2","071","Master of Science","N","N","A300","Clinical medicine","","","","","0110","University of Birmingham","","","","","1","Year(s)","205","Pharmacy","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Institute of Clinical Sciences","","","256","093C","MSc by Res Medicine FT (A300)","","N","01","Full-time according to funding coun","B","Birmingham","12","071","Master of Science","N","N","A300","Clinical medicine","","","","","0110","University of Birmingham","","","","","2","Months","256","Institute of Clinical Sciences","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Institute of Clinical Sciences","","","256","094C","MSc by Res Medicine PT (A300)","","N","31","Part-time","B","Birmingham","2","071","Master of Science","N","N","A300","Clinical medicine","","","","","0110","University of Birmingham","","","","","1","Year(s)","256","Institute of Clinical Sciences","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Pharmacy","","","205","117C","MSc Res Phar PT Non- Lab B200","","Y","31","Part-time","B","Birmingham","24","071","Master of Science","N","N","B200","Pharmacology, toxicology & pharmac","","","","","0110","University of Birmingham","","","","","2","Months","205","Pharmacy","",""
"14","College Medicine and Den Sci","077","Inst of Inflammation / Ageing","Inst of Inflammation / Ageing","","","258","008C","PhD Inflamm + Ageing FT (C500)","","Y","01","Full-time according to funding coun","B","Birmingham","3","057","Doctor of Philosophy","N","N","C500","Microbiology","","","","","0110","University of Birmingham","","","","","1","Year(s)","258","Inst of Inflammation / Ageing","",""
"14","College Medicine and Den Sci","078","Inst Microbiology / Infection","Inst of Microb and Infection","","","259","089C","MSc by Res Microb + In PT C500","","Y","31","Part-time","B","Birmingham","2","071","Master of Science","N","N","C500","Microbiology","","","","","0110","University of Birmingham","","","","","1","Year(s)","259","Inst of Microb and Infection","",""
"14","College Medicine and Den Sci","078","Inst Microbiology / Infection","Inst of Microb and Infection","","","259","113C","MSc Res Microb + Infec FT C500","","Y","01","Full-time according to funding coun","B","Birmingham","12","071","Master of Science","N","N","C500","Microbiology","","","","","0110","University of Birmingham","","","","","2","Months","259","Inst of Microb and Infection","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Dentistry","","","018","1886","PhD School of Dent Clin PT","","N","31","Part-time","B","Birmingham","72","057","Doctor of Philosophy","N","N","A400","Clinical dentistry","","","","","0110","University of Birmingham","","","","","2","Months","018","Dentistry","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Dentistry","","","018","1887","PhD School of Dentistry Lab FT","","N","01","Full-time according to funding coun","B","Birmingham","36","057","Doctor of Philosophy","N","N","A400","Clinical dentistry","","","","","0110","University of Birmingham","","","","","2","Months","018","Dentistry","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Nursing","","","023","8839","PhD Nursing Non-Lab FT","","N","01","Full-time according to funding coun","B","Birmingham","36","057","Doctor of Philosophy","N","N","B700","Nursing","","","","","0110","University of Birmingham","","","","","2","Months","023","Nursing","",""
"14","College Medicine and Den Sci","023","Inst of Applied Health Res","Inst of Applied Health Res","","","216","353A","MPH (International) PT","Master of Public Health (International)","N","31","Part-time","B","Birmingham","24","083","Master of Public Health","N","N","B900","Others in subjects allied to medici","","","","","0110","University of Birmingham","","","","","2","Months","216","Inst of Applied Health Res","",""
"13","College Eng and Physical Sci","014","Chemistry","Chemistry","016","Computer Science","014","714C","BSc Chem w Mod Lan w Yr Co Sci","Chemistry with a Modern Language with Year in Computer Science","N","01","Full-time according to funding coun","B","Birmingham","4","004","Bachelor of Science","N","N","F100","Chemistry","I100","Computer science","","","0110","University of Birmingham","","","","","1","Year(s)","014","Chemistry","",""
"13","College Eng and Physical Sci","058","Metallurgy and Materials","Metallurgy & Materials","","","031","0684","BEng Matls Sci + Tech FT","Materials Science and Technology","N","01","Full-time according to funding coun","B","Birmingham","3","008","Bachelor of Engineering","N","N","J500","Materials technology not otherwise ","","","","","0110","University of Birmingham","","","","","1","Year(s)","031","Metallurgy & Materials","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Art Hist, Cur and Vis Studies","","","124","569C","DipHE History of Art AQ","History of Art","N","","","B","Birmingham","","097","Diploma of Higher Education","N","Y","","","","","","","0110","University of Birmingham","","","","","","","124","Art Hist, Cur and Vis Studies","",""
"11","College Arts and Law","050","Phil, Theology and Religion","Philosophy","","","140","6306","PGDip Hum Rights Hum Values FT","Human Rights and Human Values","N","01","Full-time according to funding coun","B","Birmingham","8","001","Postgraduate Diploma","N","Y","","","","","","","0110","University of Birmingham","","","","","2","Months","140","Philosophy","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","English Literature","","","236","245B","PGCert Medieval Studies AQ","Medieval Studies","N","","","B","Birmingham","","086","Postgraduate Certificate","N","Y","","","","","","","0110","University of Birmingham","","","","","","","236","English Literature","",""
"13","College Eng and Physical Sci","080","School of Engineering","Civil Engineering","","","015","527C","PGDip Rail Sys Eng Int (10) FT","Railway Systems Engineering and Integration","N","01","Full-time according to funding coun","B","Birmingham","10","001","Postgraduate Diploma","N","N","H200","Civil engineering","","","","","0110","University of Birmingham","","","","","2","Months","015","Civil Engineering","",""
"11","College Arts and Law","027","Birmingham Law School","Law","","","027","612C","LLM Comm Law (Path) FT","Commercial Law","N","01","Full-time according to funding coun","B","Birmingham","12","045","Master of Laws","N","N","M200","Law by topic","","","","","0110","University of Birmingham","","","","","2","Months","027","Law","",""
"11","College Arts and Law","027","Birmingham Law School","Law","","","027","613C","LLM Comm Law (Path) PT","Commerical Law","N","31","Part-time","B","Birmingham","2","045","Master of Laws","N","N","M200","Law by topic","","","","","0110","University of Birmingham","","","","","1","Year(s)","027","Law","",""
"12","College Social Sciences","012","Birmingham Business School","Birmingham Business School","","","211","646C","PGDip Business Administrati AQ","Business Administration","N","","","B","Birmingham","","001","Postgraduate Diploma","N","Y","","","","","","","0110","University of Birmingham","","","","","","","211","Birmingham Business School","",""
"13","College Eng and Physical Sci","080","School of Engineering","Elec, Elec & Sys Engineering","","","021","397C","MSci Electric + Railway Eng FT","Electrical and Railway Engineering","N","01","Full-time according to funding coun","B","Birmingham","4","096","Master in Science","N","N","H231","Permanent way engineering","H620","Electrical engineering","","","0110","University of Birmingham","","","","","1","Year(s)","021","Elec, Elec & Sys Engineering","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","Drama and Theatre Arts","","","114","456C","MA (Res) Prac-Bas Playwrit PT","","N","31","Part-time","B","Birmingham","2","094","Master of Arts","N","N","W400","Drama","","","","","0110","University of Birmingham","","","","","1","Year(s)","114","Drama and Theatre Arts","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Art Hist, Cur and Vis Studies","225","History","124","5623","BA History of Art w History","History of Art with History","N","01","Full-time according to funding coun","B","Birmingham","3","003","Bachelor of Arts","N","N","V350","History of art","V140","Modern history","","","0110","University of Birmingham","","","","","1","Year(s)","124","Art Hist, Cur and Vis Studies","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Institute of Clinical Sciences","","","256","410C","PG VRS Clinical Scienc FT A300","Clinical Sciences","N","01","Full-time according to funding coun","B","Birmingham","12","134","Visiting Research Student","N","N","A300","Clinical medicine","","","","","0110","University of Birmingham","","","","","2","Months","256","Institute of Clinical Sciences","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Modern Languages","","","227","551C","DipHE German Studies AQ","German Studies","N","","","B","Birmingham","","097","Diploma of Higher Education","N","Y","","","","","","","0110","University of Birmingham","","","","","","","227","Modern Languages","",""
"11","College Arts and Law","047","History and Cultures","African Studies & Anthropology","","","108","556C","DipHE African Stud w Dev AQ","African Studies with Development","N","","","B","Birmingham","","097","Diploma of Higher Education","N","Y","","","","","","","0110","University of Birmingham","","","","","","","108","African Studies & Anthropology","",""
"14","College Medicine and Den Sci","065","Cancer Studies","Inst of Cancer / Genomic Sci","","","128","628C","PGDip Clinic Sci Blood Sci AQ","Clinical Science (Blood Sciences)","N","","","B","Birmingham","","001","Postgraduate Diploma","N","Y","","","","","","","0110","University of Birmingham","","","","","","","128","Inst of Cancer / Genomic Sci","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Art Hist, Cur and Vis Studies","","","124","656C","MA Hist of Art (Brit Art) FT","History of Art (British Art)","N","01","Full-time according to funding coun","B","Birmingham","12","038","Master of Arts","N","N","V350","History of art","","","","","0110","University of Birmingham","","","","","2","Months","124","Art Hist, Cur and Vis Studies","",""
"12","College Social Sciences","035","School of Social Policy","Social Work & Social Care","","","263","800C","PhD Soc Work + Soc Care DL PT","","N","31","Part-time","D","Distance Education","6","057","Doctor of Philosophy","N","N","L500","Social work","","","","","0110","University of Birmingham","","","","","1","Year(s)","263","Social Work & Social Care","",""
"10","College Life and Env Sci","022","School of Geog Earth & Env Sci","Earth and Environ Sciences","","","019","822C","MSci Palaeontology + Geolog FT","Palaeontology and Geology","N","01","Full-time according to funding coun","B","Birmingham","4","096","Master in Science","N","N","F641","Palaeontology","F600","Geology","","","0110","University of Birmingham","","","","","1","Year(s)","019","Earth and Environ Sciences","",""
"11","College Arts and Law","027","Birmingham Law School","Law","","","027","622C","LLM Int Law:Cr,Ju+HR (Path) PT","International Law: Crime, Justice and Human Rights","N","31","Part-time","B","Birmingham","2","045","Master of Laws","N","N","M200","Law by topic","","","","","0110","University of Birmingham","","","","","1","Year(s)","027","Law","",""
"11","College Arts and Law","027","Birmingham Law School","Law","","","027","623C","LLM Int Law + Glob (Path) FT","International Law and Globalisation","N","01","Full-time according to funding coun","B","Birmingham","12","045","Master of Laws","N","N","M200","Law by topic","","","","","0110","University of Birmingham","","","","","2","Months","027","Law","",""
"12","College Social Sciences","035","School of Social Policy","Soc Policy, Sociology & Crimin","","","262","806C","PhD Soc Pol, Socio+Crim DL PT","","N","31","Part-time","D","Distance Education","6","057","Doctor of Philosophy","N","N","L300","Sociology","L311","Applied criminology","L400","Social policy","0110","University of Birmingham","","","","","1","Year(s)","262","Soc Policy, Sociology & Crimin","",""
"13","College Eng and Physical Sci","058","Metallurgy and Materials","Metallurgy & Materials","","","031","7257","MEng Mat Sci + Energy Eng","Materials Science and Energy Engineering","Y","01","Full-time according to funding coun","B","Birmingham","4","021","Master of Engineering","N","N","J910","Energy technologies","F200","Materials science","","","0110","University of Birmingham","","","","","1","Year(s)","031","Metallurgy & Materials","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Institute of Clinical Sciences","","","256","529C","MSc by Res Dentistry FT (C700)","","Y","01","Full-time according to funding coun","B","Birmingham","12","071","Master of Science","N","N","C700","Molecular biology, biophysics & bi","A400","Clinical dentistry","","","0110","University of Birmingham","","","","","2","Months","256","Institute of Clinical Sciences","",""
"12","College Social Sciences","053","Government","International Development","","","113","692C","MSc Pov, Ineq + Develop FT","Poverty, Inequality and Development","N","01","Full-time according to funding coun","B","Birmingham","1","039","Master of Science","N","N","L420","International social policy","","","","","0110","University of Birmingham","","","","","1","Year(s)","113","International Development","",""
"13","College Eng and Physical Sci","032","Physics and Astronomy","Physics & Astronomy","","","032","769C","PhD Phys + Astron (TQT) FT","","Y","01","Full-time according to funding coun","B","Birmingham","3","057","Doctor of Philosophy","N","N","F300","Physics","","","","","0110","University of Birmingham","","","","","1","Year(s)","032","Physics & Astronomy","",""
"13","College Eng and Physical Sci","080","School of Engineering","Civil Engineering","","","015","746C","PGDip Structural Engineer FT","Structural Engineering","N","01","Full-time according to funding coun","B","Birmingham","8","001","Postgraduate Diploma","N","N","H200","Civil engineering","","","","","0110","University of Birmingham","","","","","2","Months","015","Civil Engineering","",""
"14","College Medicine and Den Sci","023","Inst of Applied Health Res","Inst of Applied Health Res","","","216","811C","PGDip Pub Health (Glob Hea) FT","Public Health (Global Health)","N","01","Full-time according to funding coun","B","Birmingham","8","001","Postgraduate Diploma","N","N","B900","Others in subjects allied to medici","","","","","0110","University of Birmingham","","","","","2","Months","216","Inst of Applied Health Res","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Institute of Clinical Sciences","","","256","869C","PG Aff Phys Asso Stu PG Dip FT","Physician Associate Studies PG Dip","N","01","Full-time according to funding coun","B","Birmingham","12","087","Postgraduate Affiliate","N","N","A900","Others in medicine & dentistry","","","","","0110","University of Birmingham","","","","","2","Months","256","Institute of Clinical Sciences","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","Film and Creative Writing","","","243","532C","BA English and Film FT SH","English and Film","N","01","Full-time according to funding coun","B","Birmingham","3","003","Bachelor of Arts","N","N","Q300","English studies","P303","Film studies","","","0110","University of Birmingham","","","","","1","Year(s)","243","Film and Creative Writing","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","Film and Creative Writing","","","243","534C","CertHE English and Film AQ","English and Film","N","","","B","Birmingham","","105","Certificate of Higher Education","N","Y","","","","","","","0110","University of Birmingham","","","","","","","243","Film and Creative Writing","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Modern Languages","022","Geography","227","1452","BA Geography/German Studies","Geography and German Studies","N","01","Full-time according to funding coun","B","Birmingham","4","003","Bachelor of Arts","N","N","R200","German studies","L700","Human & social geography","","","0110","University of Birmingham","","","","","1","Year(s)","227","Modern Languages","",""
"13","College Eng and Physical Sci","032","Physics and Astronomy","Physics & Astronomy","","","032","831C","PhD Phys + Astron (SUSTech) FT","","Y","01","Full-time according to funding coun","J","Joint Institutions","3","057","Doctor of Philosophy","N","N","F300","Physics","","","","","0110","University of Birmingham","Z158","Southern University of Science and Technology, China","","","1","Year(s)","032","Physics & Astronomy","",""
"11","College Arts and Law","047","History and Cultures","Ironbridge Int Inst & Cul Her","","","188","626C","PGDip World Heritage Stud AQ","World Heritage Studies","N","","","D","Distance Education","","001","Postgraduate Diploma","N","Y","","","","","","","0110","University of Birmingham","","","","","","","188","Ironbridge Int Inst & Cul Her","",""
"12","College Social Sciences","012","Birmingham Business School","Birmingham Business School","","","211","2150","MBA Executive (Singapore)","","N","31","Part-time","R","Totally Taught Abroad","24","041","Master of Business Administration","N","N","N100","Business studies","","","","","0110","University of Birmingham","","","","","2","Months","211","Birmingham Business School","",""
