"College Code","College Desc","Division Code","Division Desc","Dept1 Short Desc","Dept2 Code","Dept2 Short Desc","Dept1 Code","Prog Code","Prog Short Title","Prog Long Title","ATAS Req’d Ind","Prog Mode Code","Prog Mode Desc","Campus Code","Campus Desc","Length","Degree Code","Degree Long Desc","Joint Honours Ind","Alt Qual Ind","Subject1 Code","Subject1 Desc","Subject2 Code","Subject2 Desc","Subject3 Code","Subject3 Desc","Delivering Institution 1 Code","Delivering Institution 1 Desc","Delivering Institution 2 Code","Delivering Institution 2 Desc","Delivering Institution 3 Code","Delivering Institution 3 Desc","UOM Code","UOM Desc","Major Dept Code","Major Dept Short Desc","Reg Body Code","Reg Body Desc"
"12","College Social Sciences","020","School of Education","Teacher Education","","","228","654B","PGCE Prim Harborne Prim Sch SD","Primary (School Direct)","N","01","Full-time according to funding coun","B","Birmingham","10","065","Postgraduate Certificate in Education","N","N","X120","Training teachers - primary","","","","","0110","University of Birmingham","","","","","2","Months","228","Teacher Education","",""
"11","College Arts and Law","047","History and Cultures","History","","","225","702B","PGCert Early Modern History AQ","Early Modern History","N","","","B","Birmingham","","086","Postgraduate Certificate","N","Y","","","","","","","0110","University of Birmingham","","","","","","","225","History","",""
"13","College Eng and Physical Sci","016","Computer Science","Computer Science","","","016","762B","EPS/Melb Joint PhD 3.5 Comp Sc","","Y","01","Full-time according to funding coun","J","Joint Institutions","42","057","Doctor of Philosophy","N","N","I100","Computer science","","","","","0110","University of Birmingham","Z141","University of Melbourne","","","2","Months","016","Computer Science","",""
"13","College Eng and Physical Sci","056","Chemical Engineering","Chemical Engineering","","","013","769B","EPS/Melb Joint PhD 3.5 Chem En","","Y","01","Full-time according to funding coun","J","Joint Institutions","42","057","Doctor of Philosophy","N","N","H800","Chemical, process & energy enginee","","","","","0110","University of Birmingham","Z141","University of Melbourne","","","2","Months","013","Chemical Engineering","",""
"14","College Medicine and Den Sci","078","Inst Microbiology / Infection","Inst of Microb and Infection","","","259","804B","PhD Wellcome Trust (AAMR)","","N","01","Full-time according to funding coun","B","Birmingham","4","057","Doctor of Philosophy","N","N","A300","Clinical medicine","C500","Microbiology","","","0110","University of Birmingham","","","","","1","Year(s)","259","Inst of Microb and Infection","",""
"14","College Medicine and Den Sci","023","Inst of Applied Health Res","Inst of Applied Health Res","","","216","899B","MD Applie Health Res FT (B900)","","Y","01","Full-time according to funding coun","B","Birmingham","2","062","Doctor of Medicine","N","N","B900","Others in subjects allied to medici","","","","","0110","University of Birmingham","","","","","1","Year(s)","216","Inst of Applied Health Res","",""
"14","College Medicine and Den Sci","076","Inst of Cardiovascular Science","Inst of Card Sciences","","","106","903B","MD Cardio Sci PT (A300)","","N","31","Part-time","B","Birmingham","4","062","Doctor of Medicine","N","N","A300","Clinical medicine","","","","","0110","University of Birmingham","","","","","1","Year(s)","106","Inst of Card Sciences","",""
"14","College Medicine and Den Sci","076","Inst of Cardiovascular Science","Inst of Card Sciences","","","106","904B","MD Cardio Sci PT (B100)","","Y","31","Part-time","B","Birmingham","4","062","Doctor of Medicine","N","N","B100","Anatomy, physiology & pathology","","","","","0110","University of Birmingham","","","","","1","Year(s)","106","Inst of Card Sciences","",""
"14","College Medicine and Den Sci","067","Immunity and Infection","Inst of Immunology","","","173","937B","MD Immunol + Immunot PT (C500)","","Y","31","Part-time","B","Birmingham","4","062","Doctor of Medicine","N","N","C500","Microbiology","","","","","0110","University of Birmingham","","","","","1","Year(s)","173","Inst of Immunology","",""
"14","College Medicine and Den Sci","065","Cancer Studies","Inst of Cancer / Genomic Sci","","","128","938B","PhD Cancer + Genomic FT (A300)","","N","01","Full-time according to funding coun","B","Birmingham","4","057","Doctor of Philosophy","N","N","A300","Clinical medicine","","","","","0110","University of Birmingham","","","","","1","Year(s)","128","Inst of Cancer / Genomic Sci","",""
"14","College Medicine and Den Sci","076","Inst of Cardiovascular Science","Inst of Card Sciences","","","106","939B","PhD Cardiovas Scienc FT (A300)","","N","01","Full-time according to funding coun","B","Birmingham","4","057","Doctor of Philosophy","N","N","A300","Clinical medicine","","","","","0110","University of Birmingham","","","","","1","Year(s)","106","Inst of Card Sciences","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Institute of Clinical Sciences","","","256","968B","PhD Clinic Sci FT Non-Lab B900","","Y","01","Full-time according to funding coun","B","Birmingham","3","057","Doctor of Philosophy","N","N","B900","Others in subjects allied to medici","","","","","0110","University of Birmingham","","","","","1","Year(s)","256","Institute of Clinical Sciences","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Institute of Clinical Sciences","","","256","978B","PhD Clinic Sci PT Non-Lab A300","","N","31","Part-time","B","Birmingham","6","057","Doctor of Philosophy","N","N","A300","Clinical medicine","","","","","0110","University of Birmingham","","","","","1","Year(s)","256","Institute of Clinical Sciences","",""
"14","College Medicine and Den Sci","023","Inst of Applied Health Res","Inst of Applied Health Res","","","216","980B","PhD App Health Resea PT (B900)","","Y","31","Part-time","B","Birmingham","6","057","Doctor of Philosophy","N","N","B900","Others in subjects allied to medici","","","","","0110","University of Birmingham","","","","","1","Year(s)","216","Inst of Applied Health Res","",""
"14","College Medicine and Den Sci","077","Inst of Inflammation / Ageing","Inst of Inflammation / Ageing","","","258","984B","PhD Inflamm + Ageing PT (A300)","","N","31","Part-time","B","Birmingham","6","057","Doctor of Philosophy","N","N","A300","Clinical medicine","","","","","0110","University of Birmingham","","","","","1","Year(s)","258","Inst of Inflammation / Ageing","",""
"11","College Arts and Law","050","Phil, Theology and Religion","Philosophy","236","English Literature","140","274B","BA English and Philosoph FT JH","English and Philosophy","N","01","Full-time according to funding coun","B","Birmingham","3","003","Bachelor of Arts","N","N","V500","Philosophy","Q300","English studies","","","0110","University of Birmingham","","","","","1","Year(s)","140","Philosophy","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","Eng Lang and Linguistics","239","Classics, AH and Archaeology","237","628B","BA Eng Lan w Clas Lit + Civ FT","English Language with Classical Literature and Civilisation","N","01","Full-time according to funding coun","B","Birmingham","3","003","Bachelor of Arts","N","N","Q310","English language","Q800","Classical studies","","","0110","University of Birmingham","","","","","1","Year(s)","237","Eng Lang and Linguistics","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","Eng Lang and Linguistics","140","Philosophy","237","633B","BA Eng Lang with Philosophy FT","English Language with Philosophy","N","01","Full-time according to funding coun","B","Birmingham","3","003","Bachelor of Arts","N","N","Q310","English language","V500","Philosophy","","","0110","University of Birmingham","","","","","1","Year(s)","237","Eng Lang and Linguistics","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","English Literature","114","Drama and Theatre Arts","236","637B","BA English with Drama FT","English with Drama","N","01","Full-time according to funding coun","B","Birmingham","3","003","Bachelor of Arts","N","N","Q320","English literature","W400","Drama","","","0110","University of Birmingham","","","","","1","Year(s)","236","English Literature","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","Eng Lang and Linguistics","","","237","722B","BA English Lang w Sem Ab FT","English Language with Semester Abroad","N","01","Full-time according to funding coun","B","Birmingham","3","003","Bachelor of Arts","N","N","Q310","English language","","","","","0110","University of Birmingham","","","","","1","Year(s)","237","Eng Lang and Linguistics","",""
"11","College Arts and Law","027","Birmingham Law School","Law","","","027","5085","CertHE English Law FT","English Law","N","01","Full-time according to funding coun","B","Birmingham","1","105","Certificate of Higher Education","N","N","M111","English law","","","","","0110","University of Birmingham","","","","","1","Year(s)","027","Law","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Modern Languages","","","227","416B","BA Mod Lang: French w Russ FT","Modern Languages (French with Russian)","N","01","Full-time according to funding coun","B","Birmingham","4","003","Bachelor of Arts","N","N","R100","French studies","R711","Russian language","","","0110","University of Birmingham","","","","","1","Year(s)","227","Modern Languages","",""
"10","College Life and Env Sci","038","School of Bioscience","School of Biosciences","","","038","885A","MSci Biochem w Prof Pla FT","Biochemistry with Professional Placement","N","01","Full-time according to funding coun","B","Birmingham","4","096","Master in Science","N","N","C700","Molecular biology, biophysics & bi","","","","","0110","University of Birmingham","","","","","1","Year(s)","038","School of Biosciences","",""
"10","College Life and Env Sci","033","School of Psychology","School of Psychology","","","033","179B","BSc Human Neuroscience FT","Human Neuroscience","N","01","Full-time according to funding coun","B","Birmingham","3","004","Bachelor of Science","N","N","B140","Neuroscience","","","","","0110","University of Birmingham","","","","","1","Year(s)","033","School of Psychology","",""
"11","College Arts and Law","047","History and Cultures","Classics, AH and Archaeology","","","239","224B","BA Classics FT","Classics","N","01","Full-time according to funding coun","B","Birmingham","3","003","Bachelor of Arts","N","N","Q800","Classical studies","","","","","0110","University of Birmingham","","","","","1","Year(s)","239","Classics, AH and Archaeology","",""
"12","College Social Sciences","012","Birmingham Business School","Birmingham Business School","","","211","6745","UG Aff  Business FT","UG Aff Business (Occasional)","N","01","Full-time according to funding coun","B","Birmingham","12","073","Undergraduate Affiliate","N","N","N100","Business studies","","","","","0110","University of Birmingham","","","","","2","Months","196","Management (DNU)","",""
"13","College Eng and Physical Sci","029","Mathematics","Mathematics","016","Computer Science","029","8685","MSci Math w Year Comp Sci","Mathematics with Year in Computer Science","N","01","Full-time according to funding coun","B","Birmingham","5","096","Master in Science","N","N","I100","Computer science","G100","Mathematics","","","0110","University of Birmingham","","","","","1","Year(s)","029","Mathematics","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Modern Languages","","","227","788B","BA Mod Lang ( Cat, Port Spa)FT","Modern Languages (Catalan, Portuguese and Spanish)","N","01","Full-time according to funding coun","B","Birmingham","4","003","Bachelor of Arts","N","N","R411","Spanish languages in other countrie","R500","Portuguese studies","R400","Spanish studies","0110","University of Birmingham","","","","","1","Year(s)","227","Modern Languages","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Modern Languages","","","227","209C","PG Aff Modern Lang PT","Modern Languages","N","31","Part-time","B","Birmingham","12","087","Postgraduate Affiliate","N","N","R700","Russian & East European studies","","","","","0110","University of Birmingham","","","","","2","Months","227","Modern Languages","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Modern Languages","","","227","8529","BA Mod Lan (Fre, Ger, Japa) FT","Modern Languages (French, German and Japanese)","N","01","Full-time according to funding coun","B","Birmingham","4","003","Bachelor of Arts","N","N","R100","French studies","R200","German studies","T200","Japanese studies","0110","University of Birmingham","","","","","1","Year(s)","227","Modern Languages","",""
"15","Corporate Services","072","Liberal Arts & Natural Science","Liberal Arts & Natural Science","","","238","328C","BSc Lib Arts & Sci (Physics)","Liberal Arts and Sciences (Physics)","N","01","Full-time according to funding coun","B","Birmingham","4","004","Bachelor of Science","N","N","Y000","Combined/general subject unspe","","","","","0110","University of Birmingham","","","","","1","Year(s)","238","Liberal Arts & Natural Science","",""
"15","Corporate Services","072","Liberal Arts & Natural Science","Liberal Arts & Natural Science","","","238","334C","BA Lib Arts + Sci (Inter Rel)","Liberal Arts and Sciences (International Relations)","N","01","Full-time according to funding coun","B","Birmingham","4","003","Bachelor of Arts","N","N","Y000","Combined/general subject unspe","","","","","0110","University of Birmingham","","","","","1","Year(s)","238","Liberal Arts & Natural Science","",""
"11","College Arts and Law","027","Birmingham Law School","Law","","","027","2582","UG Aff Law FT","Law","N","01","Full-time according to funding coun","B","Birmingham","1","073","Undergraduate Affiliate","N","N","M200","Law by topic","","","","","0110","University of Birmingham","","","","","1","Year(s)","027","Law","",""
"11","College Arts and Law","027","Birmingham Law School","Law","","","027","2587","PG VRS Law","Postgraduate Occasional","N","01","Full-time according to funding coun","B","Birmingham","12","134","Visiting Research Student","N","N","M200","Law by topic","","","","","0110","University of Birmingham","","","","","2","Months","027","Law","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","Eng Lang and Linguistics","","","237","410A","MA by Re Eng Lan+App Lin DL 4Y","","N","31","Part-time","D","Distance Education","2","094","Master of Arts","N","N","Q310","English language","","","","","0110","University of Birmingham","","","","","1","Year(s)","237","Eng Lang and Linguistics","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","Shakespeare Institute","","","171","5022","PG Aff Shakespeare + Theatre","Shakespeare and Theatre","N","31","Part-time","B","Birmingham","1","087","Postgraduate Affiliate","N","N","Q300","English studies","","","","","0110","University of Birmingham","","","","","1","Year(s)","171","Shakespeare Institute","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","Shakespeare Institute","","","171","962A","PG Aff Shakesp + Theat DL PT","Shakespeare and Theatre","N","31","Part-time","D","Distance Education","1","087","Postgraduate Affiliate","N","N","Q300","English studies","","","","","0110","University of Birmingham","","","","","1","Year(s)","171","Shakespeare Institute","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","Eng Lang and Linguistics","","","237","965A","MA English Lang + App Ling FT","English Language and Applied Linguistics","N","01","Full-time according to funding coun","B","Birmingham","1","038","Master of Arts","N","N","Q100","","","","","","0110","University of Birmingham","","","","","1","Year(s)","237","Eng Lang and Linguistics","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","Shakespeare Institute","","","171","9853","MLitt Shakespeare Institute PT","","N","31","Part-time","B","Birmingham","4","046","Master of Letters","N","N","Q323","English literature by topic","","","","","0110","University of Birmingham","","","","","1","Year(s)","171","Shakespeare Institute","",""
"11","College Arts and Law","047","History and Cultures","Ironbridge Int Inst & Cul Her","","","188","249A","PhD Ironbridge +Cult Herit FT","","N","01","Full-time according to funding coun","B","Birmingham","3","057","Doctor of Philosophy","N","N","V300","History by topic","","","","","0110","University of Birmingham","","","","","1","Year(s)","188","Ironbridge Int Inst & Cul Her","",""
"11","College Arts and Law","047","History and Cultures","History","","","225","9096","MA Medieval St (Mediev Hist)PT","Medieval Studies (Medieval History)","N","31","Part-time","B","Birmingham","2","038","Master of Arts","N","N","V150","Medieval history","","","","","0110","University of Birmingham","","","","","1","Year(s)","225","History","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Modern Languages","","","227","0997","PG Aff Italian PT","Italian (Occasional)","N","31","Part-time","B","Birmingham","12","087","Postgraduate Affiliate","N","N","R300","Italian studies","","","","","0110","University of Birmingham","","","","","2","Months","227","Modern Languages","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Music","","","134","0998","UG Aff Music  FT","Music (Occasional)","N","01","Full-time according to funding coun","B","Birmingham","1","073","Undergraduate Affiliate","N","N","W300","Music","","","","","0110","University of Birmingham","","","","","1","Year(s)","134","Music","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Music","","","134","769A","MA by Res Music Comp DL 4 Year","","N","31","Part-time","D","Distance Education","2","094","Master of Arts","N","N","W300","Music","","","","","0110","University of Birmingham","","","","","1","Year(s)","134","Music","",""
"13","College Eng and Physical Sci","016","Computer Science","Computer Science","","","016","9889","MSc Robotics FT","Robotics","N","01","Full-time according to funding coun","B","Birmingham","1","039","Master of Science","N","N","H671","Robotics","","","","","0110","University of Birmingham","","","","","1","Year(s)","016","Computer Science","",""
"13","College Eng and Physical Sci","080","School of Engineering","Mechanical Engineering","","","028","222A","MSc Advanced Mech Eng PT","Advanced Mechanical Engineering","Y","31","Part-time","B","Birmingham","24","039","Master of Science","N","N","H300","Mechanical engineering","","","","","0110","University of Birmingham","","","","","2","Months","028","Mechanical Engineering","",""
"10","College Life and Env Sci","022","School of Geog Earth & Env Sci","Earth and Environ Sciences","","","019","0084","PG VRS Earth Sciences FT","Earth Sciences (occasional)","N","01","Full-time according to funding coun","B","Birmingham","12","134","Visiting Research Student","N","N","F600","Geology","","","","","0110","University of Birmingham","","","","","2","Months","019","Earth and Environ Sciences","",""
"10","College Life and Env Sci","022","School of Geog Earth & Env Sci","Geography","","","022","149B","PhD Geography (non ATAS) 8 yr)","","N","31","Part-time","B","Birmingham","6","057","Doctor of Philosophy","N","N","L700","Human & social geography","","","","","0110","University of Birmingham","","","","","1","Year(s)","022","Geography","",""
"10","College Life and Env Sci","022","School of Geog Earth & Env Sci","Earth and Environ Sciences","","","019","3078","PG Aff Earth Sciences FT","Earth Sciences (Affiliate)","N","01","Full-time according to funding coun","B","Birmingham","12","087","Postgraduate Affiliate","N","N","F640","Earth science","","","","","0110","University of Birmingham","","","","","2","Months","019","Earth and Environ Sciences","",""
"10","College Life and Env Sci","022","School of Geog Earth & Env Sci","Geography","","","022","8367","PG VRS GEES FT","","N","01","Full-time according to funding coun","B","Birmingham","12","134","Visiting Research Student","N","N","L790","Human & social geography not elsew","","","","","0110","University of Birmingham","","","","","2","Months","022","Geography","",""
"10","College Life and Env Sci","036","Sport, Ex and Rehab Sciences","Sport, Ex and Rehab Sciences","","","036","261C","MPhil Spo Ex + Reha (So Sci)F","","N","01","Full-time according to funding coun","B","Birmingham","2","079","Master of Philosophy","N","N","C600","Sports science","","","","","0110","University of Birmingham","","","","","1","Year(s)","036","Sport, Ex and Rehab Sciences","",""
"10","College Life and Env Sci","036","Sport, Ex and Rehab Sciences","Sport, Ex and Rehab Sciences","","","036","263C","MPhil Spo Ex + Rehab (So Sc) P","","N","31","Part-time","B","Birmingham","4","079","Master of Philosophy","N","N","C600","Sports science","","","","","0110","University of Birmingham","","","","","1","Year(s)","036","Sport, Ex and Rehab Sciences","",""
"10","College Life and Env Sci","036","Sport, Ex and Rehab Sciences","Sport, Ex and Rehab Sciences","","","036","742A","PhD Spo Ex +Rehab Sci Amst","","N","01","Full-time according to funding coun","J","Joint Institutions","3","057","Doctor of Philosophy","N","N","C600","Sports science","","","","","0110","University of Birmingham","Z145","University of Amsterdam","","","1","Year(s)","036","Sport, Ex and Rehab Sciences","",""
"10","College Life and Env Sci","036","Sport, Ex and Rehab Sciences","Sport, Ex and Rehab Sciences","","","036","9135","PGDip Sport Coaching DE","Sport Coaching","N","31","Part-time","D","","2","001","Postgraduate Diploma","N","N","N870","","","","","","0110","University of Birmingham","","","","","1","Year(s)","036","Sport, Ex and Rehab Sciences","",""
"10","College Life and Env Sci","038","School of Bioscience","School of Biosciences","","","038","697A","PhD Biosciences DL 4 Years","","Y","01","Full-time according to funding coun","D","Distance Education","3","057","Doctor of Philosophy","N","N","C700","Molecular biology, biophysics & bi","","","","","0110","University of Birmingham","","","","","1","Year(s)","038","School of Biosciences","",""
"14","College Medicine and Den Sci","023","Inst of Applied Health Res","Inst of Applied Health Res","","","216","481A","MSc Health Economi Economet FT","Health Economics and Econometrics","N","01","Full-time according to funding coun","B","Birmingham","12","039","Master of Science","N","N","L140","Econometrics","B990","Subjects allied to medicine not els","","","0110","University of Birmingham","","","","","2","Months","216","Inst of Applied Health Res","",""
"11","College Arts and Law","047","History and Cultures","Ironbridge Int Inst & Cul Her","","","188","393C","PG Aff World Heritage Stud FT","World Heritage Studies","N","01","Full-time according to funding coun","B","Birmingham","1","087","Postgraduate Affiliate","N","N","V300","History by topic","","","","","0110","University of Birmingham","","","","","1","Year(s)","188","Ironbridge Int Inst & Cul Her","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Birmingham Medical School","","","215","9960","BSM/Univ Melb Joint PhD 3.5Yr","","N","01","Full-time according to funding coun","J","Joint Institutions","42","057","Doctor of Philosophy","N","N","A990","Medicine & dentistry not elsewhere","","","","","0110","University of Birmingham","Z141","University of Melbourne","","","2","Months","215","Birmingham Medical School","",""
"14","College Medicine and Den Sci","065","Cancer Studies","Inst of Cancer / Genomic Sci","","","128","9017","MD Cancer Sciences PT","","N","31","Part-time","B","Birmingham","24","062","Doctor of Medicine","N","N","A990","Medicine & dentistry not elsewhere","","","","","0110","University of Birmingham","","","","","2","Months","128","Inst of Cancer / Genomic Sci","",""
"14","College Medicine and Den Sci","065","Cancer Studies","Inst of Cancer / Genomic Sci","","","128","028C","MSc by Res Canc & Gen PT A300","","N","31","Part-time","B","Birmingham","24","071","Master of Science","N","N","A300","Clinical medicine","","","","","0110","University of Birmingham","","","","","2","Months","128","Inst of Cancer / Genomic Sci","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Dentistry","","","018","006C","PhD Dentistry PT (A400)","","N","31","Part-time","B","Birmingham","6","057","Doctor of Philosophy","N","N","A400","Clinical dentistry","","","","","0110","University of Birmingham","","","","","1","Year(s)","018","Dentistry","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Institute of Clinical Sciences","","","256","087C","MSc by Res Nursing PT (B700)","","N","31","Part-time","B","Birmingham","2","071","Master of Science","N","N","B700","Nursing","","","","","0110","University of Birmingham","","","","","1","Year(s)","256","Institute of Clinical Sciences","",""
"14","College Medicine and Den Sci","077","Inst of Inflammation / Ageing","Inst of Inflammation / Ageing","","","258","064C","MSc Res Inflam & Age FT (A300)","","N","01","Full-time according to funding coun","B","Birmingham","12","071","Master of Science","N","N","A300","Clinical medicine","","","","","0110","University of Birmingham","","","","","2","Months","258","Inst of Inflammation / Ageing","",""
"14","College Medicine and Den Sci","078","Inst Microbiology / Infection","Inst of Microb and Infection","","","259","077C","MSc by Res Micro & Inf FT A300","","N","01","Full-time according to funding coun","B","Birmingham","12","071","Master of Science","N","N","A300","Clinical medicine","","","","","0110","University of Birmingham","","","","","2","Months","259","Inst of Microb and Infection","",""
"14","College Medicine and Den Sci","076","Inst of Cardiovascular Science","Inst of Card Sciences","","","106","043C","MSc Res Cancer & Geno PT C500","","Y","31","Part-time","B","Birmingham","24","071","Master of Science","N","N","C500","Microbiology","","","","","0110","University of Birmingham","","","","","2","Months","106","Inst of Card Sciences","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Institute of Clinical Sciences","","","256","059C","MSc Res Clin Sci Lab PT B100","","Y","31","Part-time","B","Birmingham","24","071","Master of Science","N","N","B100","Anatomy, physiology & pathology","","","","","0110","University of Birmingham","","","","","2","Months","256","Institute of Clinical Sciences","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Institute of Clinical Sciences","","","256","065C","MSc Res Clin Sci Lab PT B900","","Y","31","Part-time","B","Birmingham","24","071","Master of Science","N","N","B900","Others in subjects allied to medici","","","","","0110","University of Birmingham","","","","","2","Months","256","Institute of Clinical Sciences","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Institute of Clinical Sciences","","","256","081C","MSc by Res Dentistry FT (C500)","","Y","01","Full-time according to funding coun","B","Birmingham","12","071","Master of Science","N","N","C500","Microbiology","","","","","0110","University of Birmingham","","","","","2","Months","256","Institute of Clinical Sciences","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Institute of Clinical Sciences","","","256","134C","MSc Res Clin Sc NonLab PT B900","","Y","31","Part-time","B","Birmingham","2","071","Master of Science","N","N","B900","Others in subjects allied to medici","","","","","0110","University of Birmingham","","","","","1","Year(s)","256","Institute of Clinical Sciences","",""
"14","College Medicine and Den Sci","075","Inst of Metab / Systems Res","Inst of Metabolism and Sys Res","","","257","012C","PhD Metabo + Sys FT Lab (B100)","","Y","01","Full-time according to funding coun","B","Birmingham","3","057","Doctor of Philosophy","N","N","B100","Anatomy, physiology & pathology","","","","","0110","University of Birmingham","","","","","1","Year(s)","257","Inst of Metabolism and Sys Res","",""
"14","College Medicine and Den Sci","075","Inst of Metab / Systems Res","Inst of Metabolism and Sys Res","","","257","106C","MSc Res Met+Sy FT Non-Lab B100","","Y","01","Full-time according to funding coun","B","Birmingham","12","071","Master of Science","N","N","B100","Anatomy, physiology & pathology","","","","","0110","University of Birmingham","","","","","2","Months","257","Inst of Metabolism and Sys Res","",""
"14","College Medicine and Den Sci","078","Inst Microbiology / Infection","Inst of Microb and Infection","","","259","030C","PhD Microb & Infecti PT (C500)","","Y","31","Part-time","B","Birmingham","6","057","Doctor of Philosophy","N","N","C500","Microbiology","","","","","0110","University of Birmingham","","","","","1","Year(s)","259","Inst of Microb and Infection","",""
"14","College Medicine and Den Sci","078","Inst Microbiology / Infection","Inst of Microb and Infection","","","259","112C","MSc Res Microb + Infec PT C400","","Y","31","Part-time","B","Birmingham","2","071","Master of Science","N","N","C400","Genetics","","","","","0110","University of Birmingham","","","","","1","Year(s)","259","Inst of Microb and Infection","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Dentistry","","","018","3855","MPhil School of Den 2yr LabPT","","N","31","Part-time","B","Birmingham","24","079","Master of Philosophy","N","N","A400","Clinical dentistry","","","","","0110","University of Birmingham","","","","","2","Months","018","Dentistry","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Dentistry","","","018","9287","MSc by Research School of Den ","","N","31","Part-time","B","Birmingham","24","071","Master of Science","N","N","A400","Clinical dentistry","","","","","0110","University of Birmingham","","","","","2","Months","018","Dentistry","",""
"14","College Medicine and Den Sci","076","Inst of Cardiovascular Science","Inst of Card Sciences","","","106","491C","MSc by Res Ca Sc FT A300 Non-L","","N","01","Full-time according to funding coun","B","Birmingham","12","071","Master of Science","N","N","A300","Clinical medicine","","","","","0110","University of Birmingham","","","","","2","Months","106","Inst of Card Sciences","",""
"15","Corporate Services","072","Liberal Arts & Natural Science","Liberal Arts & Natural Science","","","238","500C","BSc Lib Art & Sc Ps + Sp Ex Sc","Liberal Arts and Sciences (Psychology and Sport and Exercise Sciences)","N","01","Full-time according to funding coun","B","Birmingham","4","004","Bachelor of Science","N","N","Y000","Combined/general subject unspe","","","","","0110","University of Birmingham","","","","","1","Year(s)","238","Liberal Arts & Natural Science","",""
"15","Corporate Services","072","Liberal Arts & Natural Science","Liberal Arts & Natural Science","","","238","501C","BSc Lib Arts & Sci Envir Scien","Liberal Arts and Sciences (Environmental Sciences)","N","01","Full-time according to funding coun","B","Birmingham","4","004","Bachelor of Science","N","N","Y000","Combined/general subject unspe","","","","","0110","University of Birmingham","","","","","1","Year(s)","238","Liberal Arts & Natural Science","",""
"13","College Eng and Physical Sci","058","Metallurgy and Materials","Metallurgy & Materials","","","031","0677","MEng Materials Engineering FT","Materials Engineering","Y","01","Full-time according to funding coun","B","Birmingham","4","021","Master of Engineering","N","N","J500","Materials technology not otherwise ","","","","","0110","University of Birmingham","","","","","1","Year(s)","031","Metallurgy & Materials","",""
"14","College Medicine and Den Sci","023","Inst of Applied Health Res","Inst of Applied Health Res","","","216","7750","MSc Clin Primary Comm Care FT","Clinical Primary and Community Care","N","01","Full-time according to funding coun","B","Birmingham","12","039","Master of Science","N","N","A990","Medicine & dentistry not elsewhere","","","","","0110","University of Birmingham","","","","","2","Months","216","Inst of Applied Health Res","",""
"14","College Medicine and Den Sci","023","Inst of Applied Health Res","Inst of Applied Health Res","","","216","7752","PGDip Clin Primary Com Care FT","Clinical Primary and Community Care","N","01","Full-time according to funding coun","B","Birmingham","8","001","Postgraduate Diploma","N","N","A990","Medicine & dentistry not elsewhere","","","","","0110","University of Birmingham","","","","","2","Months","216","Inst of Applied Health Res","",""
"14","College Medicine and Den Sci","023","Inst of Applied Health Res","Inst of Applied Health Res","","","216","7754","MSc Clin Primary Com Care Flex","Clinical Primary and Community Care","N","31","Part-time","B","Birmingham","5","039","Master of Science","N","N","A990","Medicine & dentistry not elsewhere","","","","","0110","University of Birmingham","","","","","1","Year(s)","216","Inst of Applied Health Res","",""
"14","College Medicine and Den Sci","023","Inst of Applied Health Res","Inst of Applied Health Res","","","216","7757","PGCert Clin Prim Com Care PT","Clinical Primary and Community Care","N","31","Part-time","B","Birmingham","8","086","Postgraduate Certificate","N","N","A990","Medicine & dentistry not elsewhere","","","","","0110","University of Birmingham","","","","","2","Months","216","Inst of Applied Health Res","",""
"14","College Medicine and Den Sci","023","Inst of Applied Health Res","Inst of Applied Health Res","","","216","7758","PGCert Clin Prim Com Care Flex","Clinical Primary and Community Care","N","31","Part-time","B","Birmingham","4","086","Postgraduate Certificate","N","N","A990","Medicine & dentistry not elsewhere","","","","","0110","University of Birmingham","","","","","2","Months","216","Inst of Applied Health Res","",""
